code,dataset,field,code_type,description,group,subgroup,flag
Q43.1,hes_apc,diag,icd10,hirschsprung disease,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q43.3,hes_apc,diag,icd10,congenital malformations of intestinal fixation,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q43.4,hes_apc,diag,icd10,duplication of intestine,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q43.5,hes_apc,diag,icd10,ectopic anus,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q43.6,hes_apc,diag,icd10,congenital fistula of rectum and anus,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q43.7,hes_apc,diag,icd10,persistent cloaca,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q43.9,hes_apc,diag,icd10,congenital malformation of intestine unspecified,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q44,hes_apc,diag,icd10,congenital malformations of gallbladder bile ducts and liver,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q45,hes_apc,diag,icd10,other congenital malformations of digestive system,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q50.0,hes_apc,diag,icd10,congenital absence of ovary,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q51,hes_apc,diag,icd10,congenital malformations of uterus and cervix,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q52.0,hes_apc,diag,icd10,congenital absence of vagina,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q52.1,hes_apc,diag,icd10,doubling of vagina,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q52.2,hes_apc,diag,icd10,congenital rectovaginal fistula,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q52.4,hes_apc,diag,icd10,other congenital malformations of vagina,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q54.0,hes_apc,diag,icd10,hypospadias balanic,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q54.1,hes_apc,diag,icd10,hypospadias penile,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q54.2,hes_apc,diag,icd10,hypospadias penoscrotal,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q54.3,hes_apc,diag,icd10,hypospadias perineal,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q54.8,hes_apc,diag,icd10,other hypospadias,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q54.9,hes_apc,diag,icd10,hypospadias unspecified,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q55.0,hes_apc,diag,icd10,absence and aplasia of testis,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q55.5,hes_apc,diag,icd10,congenital absence and aplasia of penis,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q56,hes_apc,diag,icd10,indeterminate sex and pseudohermaphroditism,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q60.1,hes_apc,diag,icd10,renal agenesis bilateral,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q60.2,hes_apc,diag,icd10,renal agenesis unspecified,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q60.4,hes_apc,diag,icd10,renal hypoplasia bilateral,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q60.5,hes_apc,diag,icd10,renal hypoplasia unspecified,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q60.6,hes_apc,diag,icd10,potter syndrome,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q61,hes_apc,diag,icd10,cystic kidney disease,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q62.0,hes_apc,diag,icd10,congenital hydronephrosis,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q62.1,hes_apc,diag,icd10,atresia and stenosis of ureter,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q62.2,hes_apc,diag,icd10,congenital megaloureter,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q62.3,hes_apc,diag,icd10,other obstructive defects of renal pelvis and ureter,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q62.4,hes_apc,diag,icd10,agenesis of ureter,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q62.5,hes_apc,diag,icd10,duplication of ureter,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q62.6,hes_apc,diag,icd10,malposition of ureter,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q62.8,hes_apc,diag,icd10,other congenital malformations of ureter,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q63.0,hes_apc,diag,icd10,accessory kidney,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q63.1,hes_apc,diag,icd10,lobulated fused and horseshoe kidney,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q63.2,hes_apc,diag,icd10,ectopic kidney,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q63.8,hes_apc,diag,icd10,other specified congenital malformations of kidney,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q63.9,hes_apc,diag,icd10,congenital malformation of kidney unspecified,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q64,hes_apc,diag,icd10,other congenital malformations of urinary system,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q79.2,hes_apc,diag,icd10,exomphalos,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q79.3,hes_apc,diag,icd10,gastroschisis,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q79.4,hes_apc,diag,icd10,prune belly syndrome,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q79.5,hes_apc,diag,icd10,other congenital malformations of abdominal wall,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q87.8,hes_apc,diag,icd10,other specified congenital malformation syndromes not elsewhere classified,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q89.1,hes_apc,diag,icd10,congenital malformations of adrenal gland,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
Q89.2,hes_apc,diag,icd10,congenital malformations of other endocrine glands,metabolic/endocrine/digestive/renal/genitourinary,congenital anomalies of the digestive/renal/gu system,
S39.6,hes_apc,diag,icd10,injury of intra-abdominal organ(s) with pelvic organ(s),metabolic/endocrine/digestive/renal/genitourinary,injuries,
S39.7,hes_apc,diag,icd10,other multiple injuries of abdomen lower back and pelvis,metabolic/endocrine/digestive/renal/genitourinary,injuries,
T06.5,hes_apc,diag,icd10,injuries of intrathoracic organs with intra-abdominal and pelvic organs,metabolic/endocrine/digestive/renal/genitourinary,injuries,
T91.5,hes_apc,diag,icd10,sequelae of injury of intra-abdominal and pelvic organs,metabolic/endocrine/digestive/renal/genitourinary,injuries,
E66,hes_apc,diag,icd10,obesity,metabolic/endocrine/digestive/renal/genitourinary,other/unspecific [metabolic etc],los3
G63.3,hes_apc,diag,icd10,polyneuropathy in other endocrine and metabolic diseases,metabolic/endocrine/digestive/renal/genitourinary,other/unspecific [metabolic etc],los3
G99.0,hes_apc,diag,icd10,autonomic neuropathy in endocrine and metabolic diseases,metabolic/endocrine/digestive/renal/genitourinary,other/unspecific [metabolic etc],los3
M14.5,hes_apc,diag,icd10,arthropathies in other endocrine nutritional and metabolic disorders,metabolic/endocrine/digestive/renal/genitourinary,other/unspecific [metabolic etc],los3
N92,hes_apc,diag,icd10,excessive frequent and irregular menstruation,metabolic/endocrine/digestive/renal/genitourinary,other/unspecific [metabolic etc],los3
Z86.3,hes_apc,diag,icd10,personal history of endocrine nutritional and metabolic diseases,metabolic/endocrine/digestive/renal/genitourinary,other/unspecific [metabolic etc],los3
Z93.8,hes_apc,diag,icd10,other artificial opening status,metabolic/endocrine/digestive/renal/genitourinary,other/unspecific [metabolic etc],los3
G55.1,hes_apc,diag,icd10,nerve root and plexus compressions in intervertebral disc disorders,musculoskeletal/skin,musculoskeletal/connective tissue,los3
G55.2,hes_apc,diag,icd10,nerve root and plexus compressions in spondylosis,musculoskeletal/skin,musculoskeletal/connective tissue,
G55.3,hes_apc,diag,icd10,nerve root and plexus compressions in other dorsopathies,musculoskeletal/skin,musculoskeletal/connective tissue,
G63.5,hes_apc,diag,icd10,polyneuropathy in systemic connective tissue disorders,musculoskeletal/skin,musculoskeletal/connective tissue,
G63.6,hes_apc,diag,icd10,polyneuropathy in other musculoskeletal disorders,musculoskeletal/skin,musculoskeletal/connective tissue,
G73.7,hes_apc,diag,icd10,myopathy in other diseases classified elsewhere,musculoskeletal/skin,musculoskeletal/connective tissue,los3
J99.0,hes_apc,diag,icd10,rheumatoid lung disease,musculoskeletal/skin,musculoskeletal/connective tissue,
J99.1,hes_apc,diag,icd10,respiratory disorders in other diffuse connective tissue disorders,musculoskeletal/skin,musculoskeletal/connective tissue,
L62.0,hes_apc,diag,icd10,clubbed nail pachydermoperiostosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M05,hes_apc,diag,icd10,seropositive rheumatoid arthritis,musculoskeletal/skin,musculoskeletal/connective tissue,
M06,hes_apc,diag,icd10,other rheumatoid arthritis,musculoskeletal/skin,musculoskeletal/connective tissue,
M07.0,hes_apc,diag,icd10,distal interphalangeal psoriatic arthropathy,musculoskeletal/skin,musculoskeletal/connective tissue,
M07.1,hes_apc,diag,icd10,arthritis mutilans,musculoskeletal/skin,musculoskeletal/connective tissue,
M07.2,hes_apc,diag,icd10,psoriatic spondylitis,musculoskeletal/skin,musculoskeletal/connective tissue,
M07.3,hes_apc,diag,icd10,other psoriatic arthropathies,musculoskeletal/skin,musculoskeletal/connective tissue,
M07.6,hes_apc,diag,icd10,other enteropathic arthropathies,musculoskeletal/skin,musculoskeletal/connective tissue,
M08,hes_apc,diag,icd10,juvenile arthritis,musculoskeletal/skin,musculoskeletal/connective tissue,
M09.8,hes_apc,diag,icd10,juvenile arthritis in other diseases classified elsewhere,musculoskeletal/skin,musculoskeletal/connective tissue,
M10,hes_apc,diag,icd10,gout,musculoskeletal/skin,musculoskeletal/connective tissue,
M11,hes_apc,diag,icd10,other crystal arthropathies,musculoskeletal/skin,musculoskeletal/connective tissue,
M12,hes_apc,diag,icd10,other specific arthropathies,musculoskeletal/skin,musculoskeletal/connective tissue,
M13,hes_apc,diag,icd10,other arthritis,musculoskeletal/skin,musculoskeletal/connective tissue,
M14.0,hes_apc,diag,icd10,gouty arthropathy due to enzyme defects and other inherited disorders,musculoskeletal/skin,musculoskeletal/connective tissue,
M14.6,hes_apc,diag,icd10,neuropathic arthropathy,musculoskeletal/skin,musculoskeletal/connective tissue,
M14.8,hes_apc,diag,icd10,arthropathies in other specified diseases classified elsewhere,musculoskeletal/skin,musculoskeletal/connective tissue,
M30,hes_apc,diag,icd10,polyarteritis nodosa and related conditions,musculoskeletal/skin,musculoskeletal/connective tissue,
M31,hes_apc,diag,icd10,other necrotizing vasculopathies,musculoskeletal/skin,musculoskeletal/connective tissue,
M32,hes_apc,diag,icd10,systemic lupus erythematosus,musculoskeletal/skin,musculoskeletal/connective tissue,
M33,hes_apc,diag,icd10,dermatopolymyositis,musculoskeletal/skin,musculoskeletal/connective tissue,
M34,hes_apc,diag,icd10,systemic sclerosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M35,hes_apc,diag,icd10,other systemic involvement of connective tissue,musculoskeletal/skin,musculoskeletal/connective tissue,
M40,hes_apc,diag,icd10,kyphosis and lordosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M41,hes_apc,diag,icd10,scoliosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M42,hes_apc,diag,icd10,spinal osteochondrosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M43,hes_apc,diag,icd10,other deforming dorsopathies,musculoskeletal/skin,musculoskeletal/connective tissue,
M45,hes_apc,diag,icd10,ankylosing spondylitis,musculoskeletal/skin,musculoskeletal/connective tissue,
M46,hes_apc,diag,icd10,other inflammatory spondylopathies,musculoskeletal/skin,musculoskeletal/connective tissue,
M47,hes_apc,diag,icd10,spondylosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M48,hes_apc,diag,icd10,other spondylopathies,musculoskeletal/skin,musculoskeletal/connective tissue,
M50,hes_apc,diag,icd10,cervical disc disorders,musculoskeletal/skin,musculoskeletal/connective tissue,
M51,hes_apc,diag,icd10,other intervertebral disc disorders,musculoskeletal/skin,musculoskeletal/connective tissue,
M53,hes_apc,diag,icd10,other dorsopathies not elsewhere classified,musculoskeletal/skin,musculoskeletal/connective tissue,
M54,hes_apc,diag,icd10,dorsalgia,musculoskeletal/skin,musculoskeletal/connective tissue,
M60,hes_apc,diag,icd10,myositis,musculoskeletal/skin,musculoskeletal/connective tissue,
M61,hes_apc,diag,icd10,calcification and ossification of muscle,musculoskeletal/skin,musculoskeletal/connective tissue,
M62,hes_apc,diag,icd10,other disorders of muscle,musculoskeletal/skin,musculoskeletal/connective tissue,
M63.8,hes_apc,diag,icd10,other disorders of muscle in diseases classified elsewhere,musculoskeletal/skin,musculoskeletal/connective tissue,
M80.1,hes_apc,diag,icd10,postoophorectomy osteoporosis with pathological fracture,musculoskeletal/skin,musculoskeletal/connective tissue,
M80.2,hes_apc,diag,icd10,osteoporosis of disuse with pathological fracture,musculoskeletal/skin,musculoskeletal/connective tissue,
M80.3,hes_apc,diag,icd10,postsurgical malabsorption osteoporosis with pathological fracture,musculoskeletal/skin,musculoskeletal/connective tissue,
M80.4,hes_apc,diag,icd10,drug-induced osteoporosis with pathological fracture,musculoskeletal/skin,musculoskeletal/connective tissue,
M80.5,hes_apc,diag,icd10,idiopathic osteoporosis with pathological fracture,musculoskeletal/skin,musculoskeletal/connective tissue,
M80.8,hes_apc,diag,icd10,other osteoporosis with pathological fracture,musculoskeletal/skin,musculoskeletal/connective tissue,
M80.9,hes_apc,diag,icd10,unspecified osteoporosis with pathological fracture,musculoskeletal/skin,musculoskeletal/connective tissue,
M81.1,hes_apc,diag,icd10,postoophorectomy osteoporosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M81.2,hes_apc,diag,icd10,osteoporosis of disuse,musculoskeletal/skin,musculoskeletal/connective tissue,
M81.3,hes_apc,diag,icd10,postsurgical malabsorption osteoporosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M81.4,hes_apc,diag,icd10,drug-induced osteoporosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M81.5,hes_apc,diag,icd10,idiopathic osteoporosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M81.6,hes_apc,diag,icd10,localized osteoporosis [lequesne],musculoskeletal/skin,musculoskeletal/connective tissue,
M81.8,hes_apc,diag,icd10,other osteoporosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M81.9,hes_apc,diag,icd10,osteoporosis unspecified,musculoskeletal/skin,musculoskeletal/connective tissue,
M82.1,hes_apc,diag,icd10,osteoporosis in endocrine disorders,musculoskeletal/skin,musculoskeletal/connective tissue,
M82.8,hes_apc,diag,icd10,osteoporosis in other diseases classified elsewhere,musculoskeletal/skin,musculoskeletal/connective tissue,
M84.0,hes_apc,diag,icd10,malunion of fracture,musculoskeletal/skin,musculoskeletal/connective tissue,
M84.1,hes_apc,diag,icd10,nonunion of fracture [pseudarthrosis],musculoskeletal/skin,musculoskeletal/connective tissue,
M84.2,hes_apc,diag,icd10,delayed union of fracture,musculoskeletal/skin,musculoskeletal/connective tissue,
M84.8,hes_apc,diag,icd10,other disorders of continuity of bone,musculoskeletal/skin,musculoskeletal/connective tissue,
M84.9,hes_apc,diag,icd10,disorder of continuity of bone unspecified,musculoskeletal/skin,musculoskeletal/connective tissue,
M85,hes_apc,diag,icd10,other disorders of bone density and structure,musculoskeletal/skin,musculoskeletal/connective tissue,
M86.3,hes_apc,diag,icd10,chronic multifocal osteomyelitis,musculoskeletal/skin,musculoskeletal/connective tissue,
M86.4,hes_apc,diag,icd10,chronic osteomyelitis with draining sinus,musculoskeletal/skin,musculoskeletal/connective tissue,
M86.5,hes_apc,diag,icd10,other chronic haematogenous osteomyelitis,musculoskeletal/skin,musculoskeletal/connective tissue,
M86.6,hes_apc,diag,icd10,other chronic osteomyelitis,musculoskeletal/skin,musculoskeletal/connective tissue,
M89,hes_apc,diag,icd10,other disorders of bone,musculoskeletal/skin,musculoskeletal/connective tissue,
M90.0,hes_apc,diag,icd10,tuberculosis of bone,musculoskeletal/skin,musculoskeletal/connective tissue,
M91,hes_apc,diag,icd10,juvenile osteochondrosis of hip and pelvis,musculoskeletal/skin,musculoskeletal/connective tissue,
M92,hes_apc,diag,icd10,other juvenile osteochondrosis,musculoskeletal/skin,musculoskeletal/connective tissue,
M93,hes_apc,diag,icd10,other osteochondropathies,musculoskeletal/skin,musculoskeletal/connective tissue,
M94,hes_apc,diag,icd10,other disorders of cartilage,musculoskeletal/skin,musculoskeletal/connective tissue,
N08.5,hes_apc,diag,icd10,glomerular disorders in systemic connective tissue disorders,musculoskeletal/skin,musculoskeletal/connective tissue,
Y45.4,hes_apc,diag,icd10,antirheumatics,musculoskeletal/skin,musculoskeletal/connective tissue,
S22.0,hes_apc,diag,icd10,fracture of thoracic vertebra,musculoskeletal/skin,skeletal injuries/amputations,
S22.1,hes_apc,diag,icd10,multiple fractures of thoracic spine,musculoskeletal/skin,skeletal injuries/amputations,
S22.2,hes_apc,diag,icd10,fracture of sternum,musculoskeletal/skin,skeletal injuries/amputations,
S22.5,hes_apc,diag,icd10,flail chest,musculoskeletal/skin,skeletal injuries/amputations,
S68.3,hes_apc,diag,icd10,combined traumatic amputation of (part of) finger(s) with other parts of wrist and hand,musculoskeletal/skin,skeletal injuries/amputations,los3
S68.4,hes_apc,diag,icd10,traumatic amputation of hand at wrist level,musculoskeletal/skin,skeletal injuries/amputations,los3
S68.8,hes_apc,diag,icd10,traumatic amputation of other parts of wrist and hand,musculoskeletal/skin,skeletal injuries/amputations,los3
S98.0,hes_apc,diag,icd10,traumatic amputation of foot at ankle level,musculoskeletal/skin,skeletal injuries/amputations,los3
S98.2,hes_apc,diag,icd10,traumatic amputation of two or more toes,musculoskeletal/skin,skeletal injuries/amputations,los3
S98.3,hes_apc,diag,icd10,traumatic amputation of other parts of foot,musculoskeletal/skin,skeletal injuries/amputations,los3
S98.4,hes_apc,diag,icd10,traumatic amputation of foot level unspecified,musculoskeletal/skin,skeletal injuries/amputations,los3
T20.3,hes_apc,diag,icd10,burn of third degree of head and neck,musculoskeletal/skin,skeletal injuries/amputations,los3
T20.7,hes_apc,diag,icd10,corrosion of third degree of head and neck,musculoskeletal/skin,skeletal injuries/amputations,los3
T21.3,hes_apc,diag,icd10,burn of third degree of trunk,musculoskeletal/skin,skeletal injuries/amputations,los3
T21.7,hes_apc,diag,icd10,corrosion of third degree of trunk,musculoskeletal/skin,skeletal injuries/amputations,los3
T22.3,hes_apc,diag,icd10,burn of third degree of shoulder and upper limb except wrist and hand,musculoskeletal/skin,skeletal injuries/amputations,los3
T22.7,hes_apc,diag,icd10,corrosion of third degree of shoulder and upper limb except wrist and hand,musculoskeletal/skin,skeletal injuries/amputations,los3
T23.2,hes_apc,diag,icd10,burn of second degree of wrist and hand,musculoskeletal/skin,skeletal injuries/amputations,los3
T23.3,hes_apc,diag,icd10,burn of third degree of wrist and hand,musculoskeletal/skin,skeletal injuries/amputations,los3
T23.6,hes_apc,diag,icd10,corrosion of second degree of wrist and hand,musculoskeletal/skin,skeletal injuries/amputations,los3
T23.7,hes_apc,diag,icd10,corrosion of third degree of wrist and hand,musculoskeletal/skin,skeletal injuries/amputations,los3
T24.3,hes_apc,diag,icd10,burn of third degree of hip and lower limb except ankle and foot,musculoskeletal/skin,skeletal injuries/amputations,los3
T24.7,hes_apc,diag,icd10,corrosion of third degree of hip and lower limb except ankle and foot,musculoskeletal/skin,skeletal injuries/amputations,los3
T25.2,hes_apc,diag,icd10,burn of second degree of ankle and foot,musculoskeletal/skin,skeletal injuries/amputations,los3
T25.3,hes_apc,diag,icd10,burn of third degree of ankle and foot,musculoskeletal/skin,skeletal injuries/amputations,los3
T25.6,hes_apc,diag,icd10,corrosion of second degree of ankle and foot,musculoskeletal/skin,skeletal injuries/amputations,los3
T25.7,hes_apc,diag,icd10,corrosion of third degree of ankle and foot,musculoskeletal/skin,skeletal injuries/amputations,los3
T29.3,hes_apc,diag,icd10,burns of multiple regions at least one burn of third degree mentioned,musculoskeletal/skin,skeletal injuries/amputations,los3
T29.7,hes_apc,diag,icd10,corrosions of multiple regions at least one corrosion of third degree mentioned,musculoskeletal/skin,skeletal injuries/amputations,los3
T30.3,hes_apc,diag,icd10,burn of third degree body region unspecified,musculoskeletal/skin,skeletal injuries/amputations,los3
T30.7,hes_apc,diag,icd10,corrosion of third degree body region unspecified,musculoskeletal/skin,skeletal injuries/amputations,los3
T31.2,hes_apc,diag,icd10,burns involving 20-29% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T31.3,hes_apc,diag,icd10,burns involving 30-39% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T31.4,hes_apc,diag,icd10,burns involving 40-49% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T31.5,hes_apc,diag,icd10,burns involving 50-59% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T31.6,hes_apc,diag,icd10,burns involving 60-69% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T31.7,hes_apc,diag,icd10,burns involving 70-79% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T31.8,hes_apc,diag,icd10,burns involving 80-89% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T31.9,hes_apc,diag,icd10,burns involving 90% or more of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T32.2,hes_apc,diag,icd10,corrosions involving 20-29% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T32.3,hes_apc,diag,icd10,corrosions involving 30-39% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T32.4,hes_apc,diag,icd10,corrosions involving 40-49% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T32.5,hes_apc,diag,icd10,corrosions involving 50-59% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T32.6,hes_apc,diag,icd10,corrosions involving 60-69% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T32.7,hes_apc,diag,icd10,corrosions involving 70-79% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T32.8,hes_apc,diag,icd10,corrosions involving 80-89% of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T32.9,hes_apc,diag,icd10,corrosions involving 90% or more of body surface,musculoskeletal/skin,skeletal injuries/amputations,los3
T87.3,hes_apc,diag,icd10,neuroma of amputation stump,musculoskeletal/skin,skeletal injuries/amputations,los3
T87.4,hes_apc,diag,icd10,infection of amputation stump,musculoskeletal/skin,skeletal injuries/amputations,los3
T87.5,hes_apc,diag,icd10,necrosis of amputation stump,musculoskeletal/skin,skeletal injuries/amputations,los3
T87.6,hes_apc,diag,icd10,other and unspecified complications of amputation stump,musculoskeletal/skin,skeletal injuries/amputations,los3
T91.2,hes_apc,diag,icd10,sequelae of other fracture of thorax and pelvis,musculoskeletal/skin,skeletal injuries/amputations,los3
T91.8,hes_apc,diag,icd10,sequelae of other specified injuries of neck and trunk,musculoskeletal/skin,skeletal injuries/amputations,los3
T92.6,hes_apc,diag,icd10,sequelae of crushing injury and traumatic amputation of upper limb,musculoskeletal/skin,skeletal injuries/amputations,los3
T93.1,hes_apc,diag,icd10,sequelae of fracture of femur,musculoskeletal/skin,skeletal injuries/amputations,los3
T93.4,hes_apc,diag,icd10,sequelae of injury of nerve of lower limb,musculoskeletal/skin,skeletal injuries/amputations,
T93.6,hes_apc,diag,icd10,sequelae of crushing injury and traumatic amputation of lower limb,musculoskeletal/skin,skeletal injuries/amputations,
T94.0,hes_apc,diag,icd10,sequelae of injuries involving multiple body regions,musculoskeletal/skin,skeletal injuries/amputations,
T94.1,hes_apc,diag,icd10,sequelae of injuries not specified by body region,musculoskeletal/skin,skeletal injuries/amputations,
T95.0,hes_apc,diag,icd10,sequelae of burn corrosion and frostbite of head and neck,musculoskeletal/skin,skeletal injuries/amputations,los3
T95.1,hes_apc,diag,icd10,sequelae of burn corrosion and frostbite of trunk,musculoskeletal/skin,skeletal injuries/amputations,los3
T95.4,hes_apc,diag,icd10,sequelae of burn and corrosion classifiable only according to extent of body surface involved,musculoskeletal/skin,skeletal injuries/amputations,los3
T95.8,hes_apc,diag,icd10,sequelae of other specified burn corrosion and frostbite,musculoskeletal/skin,skeletal injuries/amputations,los3
T95.9,hes_apc,diag,icd10,sequelae of unspecified burn corrosion and frostbite,musculoskeletal/skin,skeletal injuries/amputations,los3
Y83.5,hes_apc,diag,icd10,amputation of limb(s),musculoskeletal/skin,skeletal injuries/amputations,los3
Z89.1,hes_apc,diag,icd10,acquired absence of hand and wrist,musculoskeletal/skin,skeletal injuries/amputations,los3
Z89.2,hes_apc,diag,icd10,acquired absence of upper limb above wrist,musculoskeletal/skin,skeletal injuries/amputations,los3
Z89.5,hes_apc,diag,icd10,acquired absence of leg at or below knee,musculoskeletal/skin,skeletal injuries/amputations,los3
Z89.6,hes_apc,diag,icd10,acquired absence of leg above knee,musculoskeletal/skin,skeletal injuries/amputations,los3
Z89.7,hes_apc,diag,icd10,acquired absence of both lower limbs [any level except toes alone],musculoskeletal/skin,skeletal injuries/amputations,los3
Z89.8,hes_apc,diag,icd10,acquired absence of upper and lower limbs [any level],musculoskeletal/skin,skeletal injuries/amputations,los3
Z97.1,hes_apc,diag,icd10,presence of artificial limb (complete)(partial),musculoskeletal/skin,skeletal injuries/amputations,los3
L10,hes_apc,diag,icd10,pemphigus,musculoskeletal/skin,chronic skin disorders,
L11.0,hes_apc,diag,icd10,acquired keratosis follicularis,musculoskeletal/skin,chronic skin disorders,
L11.8,hes_apc,diag,icd10,other specified acantholytic disorders,musculoskeletal/skin,chronic skin disorders,
L11.9,hes_apc,diag,icd10,acantholytic disorder unspecified,musculoskeletal/skin,chronic skin disorders,
L12,hes_apc,diag,icd10,pemphigoid,musculoskeletal/skin,chronic skin disorders,
L13,hes_apc,diag,icd10,other bullous disorders,musculoskeletal/skin,chronic skin disorders,
L14,hes_apc,diag,icd10,bullous disorders in diseases classified elsewhere,musculoskeletal/skin,chronic skin disorders,
L28,hes_apc,diag,icd10,lichen simplex chronicus and prurigo,musculoskeletal/skin,chronic skin disorders,
