code,dataset,field,code_type,description,group,subgroup,flag1,flag2
W65,hes_apc,diag,icd10,drowning and submersion while in bath-tub,accidents,drown_submersion,emergency_admission,
W66,hes_apc,diag,icd10,drowning and submersion following fall into bath-tub,accidents,drown_submersion,emergency_admission,
W67,hes_apc,diag,icd10,drowning and submersion while in swimming-pool,accidents,drown_submersion,emergency_admission,
W68,hes_apc,diag,icd10,drowning and submersion following fall into swimming-pool,accidents,drown_submersion,emergency_admission,
W69,hes_apc,diag,icd10,drowning and submersion while in natural water,accidents,drown_submersion,emergency_admission,
W70,hes_apc,diag,icd10,drowning and submersion following fall into natural water,accidents,drown_submersion,emergency_admission,
W73,hes_apc,diag,icd10,other specified drowning and submersion,accidents,drown_submersion,emergency_admission,
W74,hes_apc,diag,icd10,unspecified drowning and submersion,accidents,drown_submersion,emergency_admission,
W75,hes_apc,diag,icd10,accidental suffocation and strangulation in bed,accidents,breathing_other,emergency_admission,
W76,hes_apc,diag,icd10,other accidental hanging and strangulation,accidents,breathing_other,emergency_admission,
W77,hes_apc,diag,icd10,threat to breathing due to cave-in falling earth and other substances,accidents,breathing_other,emergency_admission,
W78,hes_apc,diag,icd10,inhalation of gastric contents,accidents,breathing_other,emergency_admission,
W79,hes_apc,diag,icd10,inhalation and ingestion of food causing obstruction of respiratory tract,accidents,breathing_other,emergency_admission,
W80,hes_apc,diag,icd10,inhalation and ingestion of other objects causing obstruction of respiratory tract,accidents,breathing_other,emergency_admission,
W81,hes_apc,diag,icd10,confined to or trapped in a low-oxygen environment,accidents,breathing_other,emergency_admission,
W83,hes_apc,diag,icd10,other specified threats to breathing,accidents,breathing_other,emergency_admission,
W84,hes_apc,diag,icd10,unspecified threat to breathing,accidents,breathing_other,emergency_admission,
W85,hes_apc,diag,icd10,exposure to electric transmission lines,accidents,electric_radiation,emergency_admission,
W86,hes_apc,diag,icd10,exposure to other specified electric current,accidents,electric_radiation,emergency_admission,
W87,hes_apc,diag,icd10,exposure to unspecified electric current,accidents,electric_radiation,emergency_admission,
W88,hes_apc,diag,icd10,exposure to ionizing radiation,accidents,electric_radiation,emergency_admission,
W89,hes_apc,diag,icd10,exposure to man-made visible and ultraviolet light,accidents,electric_radiation,emergency_admission,
W90,hes_apc,diag,icd10,exposure to other nonionizing radiation,accidents,electric_radiation,emergency_admission,
W91,hes_apc,diag,icd10,exposure to unspecified type of radiation,accidents,electric_radiation,emergency_admission,
W92,hes_apc,diag,icd10,exposure to excessive heat of man-made origin,accidents,electric_radiation,emergency_admission,
W93,hes_apc,diag,icd10,exposure to excessive cold of man-made origin,accidents,electric_radiation,emergency_admission,
W94,hes_apc,diag,icd10,exposure to high and low air pressure and changes in air pressure,accidents,electric_radiation,emergency_admission,
W99,hes_apc,diag,icd10,exposure to other and unspecified man-made environmental factors,accidents,electric_radiation,emergency_admission,
X00,hes_apc,diag,icd10,exposure to uncontrolled fire in building or structure,accidents,smoke_fire,emergency_admission,
X01,hes_apc,diag,icd10,exposure to uncontrolled fire not in building or structure,accidents,smoke_fire,emergency_admission,
X02,hes_apc,diag,icd10,exposure to controlled fire in building or structure,accidents,smoke_fire,emergency_admission,
X03,hes_apc,diag,icd10,exposure to controlled fire not in building or structure,accidents,smoke_fire,emergency_admission,
X04,hes_apc,diag,icd10,exposure to ignition of highly flammable material,accidents,smoke_fire,emergency_admission,
X05,hes_apc,diag,icd10,exposure to ignition or melting of nightwear,accidents,smoke_fire,emergency_admission,
X06,hes_apc,diag,icd10,exposure to ignition or melting of other clothing and apparel,accidents,smoke_fire,emergency_admission,
X08,hes_apc,diag,icd10,exposure to other specified smoke fire and flames,accidents,smoke_fire,emergency_admission,
X09,hes_apc,diag,icd10,exposure to unspecified smoke fire and flames,accidents,smoke_fire,emergency_admission,
X10,hes_apc,diag,icd10,contact with hot drinks food fats and cooking oils,accidents,heat,emergency_admission,
X11,hes_apc,diag,icd10,contact with hot tap-water,accidents,heat,emergency_admission,
X12,hes_apc,diag,icd10,contact with other hot fluids,accidents,heat,emergency_admission,
X13,hes_apc,diag,icd10,contact with steam and hot vapours,accidents,heat,emergency_admission,
X14,hes_apc,diag,icd10,contact with hot air and gases,accidents,heat,emergency_admission,
X15,hes_apc,diag,icd10,contact with hot household appliances,accidents,heat,emergency_admission,
X16,hes_apc,diag,icd10,contact with hot heating appliances radiators and pipes,accidents,heat,emergency_admission,
X17,hes_apc,diag,icd10,contact with hot engines machinery and tools,accidents,heat,emergency_admission,
X18,hes_apc,diag,icd10,contact with other hot metals,accidents,heat,emergency_admission,
X19,hes_apc,diag,icd10,contact with other and unspecified heat and hot substances,accidents,heat,emergency_admission,
X20,hes_apc,diag,icd10,contact with venomous snakes and lizards,accidents,venom,emergency_admission,
X21,hes_apc,diag,icd10,contact with venomous spiders,accidents,venom,emergency_admission,
X22,hes_apc,diag,icd10,contact with scorpions,accidents,venom,emergency_admission,
X23,hes_apc,diag,icd10,contact with hornets wasps and bees,accidents,venom,emergency_admission,
X24,hes_apc,diag,icd10,contact with centipedes and venomous millipedes (tropical),accidents,venom,emergency_admission,
X25,hes_apc,diag,icd10,contact with other venomous arthropods,accidents,venom,emergency_admission,
X26,hes_apc,diag,icd10,contact with venomous marine animals and plants,accidents,venom,emergency_admission,
X27,hes_apc,diag,icd10,contact with other specified venomous animals,accidents,venom,emergency_admission,
X28,hes_apc,diag,icd10,contact with other specified venomous plants,accidents,venom,emergency_admission,
X29,hes_apc,diag,icd10,contact with unspecified venomous animal or plant,accidents,venom,emergency_admission,
X30,hes_apc,diag,icd10,exposure to excessive natural heat,accidents,force_nature,emergency_admission,
X31,hes_apc,diag,icd10,exposure to excessive natural cold,accidents,force_nature,emergency_admission,
X32,hes_apc,diag,icd10,exposure to sunlight,accidents,force_nature,emergency_admission,
X33,hes_apc,diag,icd10,victim of lightning,accidents,force_nature,emergency_admission,
X34,hes_apc,diag,icd10,victim of earthquake,accidents,force_nature,emergency_admission,
X35,hes_apc,diag,icd10,victim of volcanic eruption,accidents,force_nature,emergency_admission,
X36,hes_apc,diag,icd10,victim of avalanche landslide and other earth movements,accidents,force_nature,emergency_admission,
X37,hes_apc,diag,icd10,victim of cataclysmic storm,accidents,force_nature,emergency_admission,
X38,hes_apc,diag,icd10,victim of flood,accidents,force_nature,emergency_admission,
X39,hes_apc,diag,icd10,exposure to other and unspecified forces of nature,accidents,force_nature,emergency_admission,
X40,hes_apc,diag,icd10,accidental poisoning by and exposure to nonopioid analgesics antipyretics and antirheumatics,accidents,poison,emergency_admission,
X41,hes_apc,diag,icd10,accidental poisoning by and exposure to antiepileptic sedative-hypnotic antiparkinsonism and psychotropic drugs not elsewhere classified,accidents,poison,emergency_admission,
X42,hes_apc,diag,icd10,accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] not elsewhere classified,accidents,poison,emergency_admission,
X43,hes_apc,diag,icd10,accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,accidents,poison,emergency_admission,
X44,hes_apc,diag,icd10,accidental poisoning by and exposure to other and unspecified drugs medicaments and biological substances,accidents,poison,emergency_admission,
X45,hes_apc,diag,icd10,accidental poisoning by and exposure to alcohol,accidents,poison,emergency_admission,
X46,hes_apc,diag,icd10,accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,accidents,poison,emergency_admission,
X47,hes_apc,diag,icd10,accidental poisoning by and exposure to other gases and vapours,accidents,poison,emergency_admission,
X48,hes_apc,diag,icd10,accidental poisoning by and exposure to pesticides,accidents,poison,emergency_admission,
X49,hes_apc,diag,icd10,accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,accidents,poison,emergency_admission,
X50,hes_apc,diag,icd10,overexertion and strenuous or repetitive movements,accidents,overexertion,emergency_admission,
X51,hes_apc,diag,icd10,travel and motion,accidents,overexertion,emergency_admission,
X52,hes_apc,diag,icd10,prolonged stay in weightless environment,accidents,overexertion,emergency_admission,
X53,hes_apc,diag,icd10,lack of food,accidents,overexertion,emergency_admission,
X54,hes_apc,diag,icd10,lack of water,accidents,overexertion,emergency_admission,
X57,hes_apc,diag,icd10,unspecified privation,accidents,overexertion,emergency_admission,
X58,hes_apc,diag,icd10,exposure to other specified factors,accidents,other [accidents],emergency_admission,
X59,hes_apc,diag,icd10,exposure to unspecified factor,accidents,other [accidents],emergency_admission,
